"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"Bethany","0900904580","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethany","0900904580","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Bethany","0900904580","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2013","July","Substance Abuse","Number","DMHAS Admissions",18
"Bethel","0900104720","2013","August","Substance Abuse","Number","DMHAS Admissions",25
"Bethel","0900104720","2013","September","Substance Abuse","Number","DMHAS Admissions",23
"Bethel","0900104720","2013","October","Substance Abuse","Number","DMHAS Admissions",24
"Bethel","0900104720","2013","November","Substance Abuse","Number","DMHAS Admissions",23
"Bethel","0900104720","2013","December","Substance Abuse","Number","DMHAS Admissions",27
"Bethel","0900104720","2014","January","Substance Abuse","Number","DMHAS Admissions",22
"Bethel","0900104720","2014","February","Substance Abuse","Number","DMHAS Admissions",24
"Bethel","0900104720","2014","March","Substance Abuse","Number","DMHAS Admissions",20
"Bethel","0900104720","2014","April","Substance Abuse","Number","DMHAS Admissions",25
"Bethel","0900104720","2014","May","Substance Abuse","Number","DMHAS Admissions",17
"Bethel","0900104720","2014","June","Substance Abuse","Number","DMHAS Admissions",30
"Bethel","0900104720","2014","July","Substance Abuse","Number","DMHAS Admissions",28
"Bethel","0900104720","2014","August","Substance Abuse","Number","DMHAS Admissions",24
"Bethel","0900104720","2014","September","Substance Abuse","Number","DMHAS Admissions",23
"Bethel","0900104720","2014","October","Substance Abuse","Number","DMHAS Admissions",23
"Bethel","0900104720","2014","November","Substance Abuse","Number","DMHAS Admissions",15
"Bethel","0900104720","2014","December","Substance Abuse","Number","DMHAS Admissions",33
"Bethel","0900104720","2015","January","Substance Abuse","Number","DMHAS Admissions",22
"Bethel","0900104720","2015","February","Substance Abuse","Number","DMHAS Admissions",21
"Bethel","0900104720","2015","March","Substance Abuse","Number","DMHAS Admissions",31
"Bethel","0900104720","2015","April","Substance Abuse","Number","DMHAS Admissions",33
"Bethel","0900104720","2015","May","Substance Abuse","Number","DMHAS Admissions",27
"Bethel","0900104720","2015","June","Substance Abuse","Number","DMHAS Admissions",28
"Bethel","0900104720","2015","July","Substance Abuse","Number","DMHAS Admissions",26
"Bethel","0900104720","2015","August","Substance Abuse","Number","DMHAS Admissions",20
"Bethel","0900104720","2015","September","Substance Abuse","Number","DMHAS Admissions",29
"Bethel","0900104720","2015","October","Substance Abuse","Number","DMHAS Admissions",25
"Bethel","0900104720","2015","November","Substance Abuse","Number","DMHAS Admissions",19
"Bethel","0900104720","2015","December","Substance Abuse","Number","DMHAS Admissions",21
"Bethel","0900104720","2016","January","Substance Abuse","Number","DMHAS Admissions",24
"Bethel","0900104720","2016","February","Substance Abuse","Number","DMHAS Admissions",18
"Bethel","0900104720","2016","March","Substance Abuse","Number","DMHAS Admissions",41
"Bethel","0900104720","2016","April","Substance Abuse","Number","DMHAS Admissions",24
"Bethel","0900104720","2016","May","Substance Abuse","Number","DMHAS Admissions",25
"Bethel","0900104720","2016","June","Substance Abuse","Number","DMHAS Admissions",31
"Bethel","0900104720","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Bethel","0900104720","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Bethlehem","0900504930","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Bethlehem","0900504930","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Bloomfield","0900305910","2013","July","Substance Abuse","Number","DMHAS Admissions",20
"Bloomfield","0900305910","2013","August","Substance Abuse","Number","DMHAS Admissions",25
"Bloomfield","0900305910","2013","September","Substance Abuse","Number","DMHAS Admissions",19
"Bloomfield","0900305910","2013","October","Substance Abuse","Number","DMHAS Admissions",26
"Bloomfield","0900305910","2013","November","Substance Abuse","Number","DMHAS Admissions",21
"Bloomfield","0900305910","2013","December","Substance Abuse","Number","DMHAS Admissions",22
"Bloomfield","0900305910","2014","January","Substance Abuse","Number","DMHAS Admissions",21
"Bloomfield","0900305910","2014","February","Substance Abuse","Number","DMHAS Admissions",14
"Bloomfield","0900305910","2014","March","Substance Abuse","Number","DMHAS Admissions",30
"Bloomfield","0900305910","2014","April","Substance Abuse","Number","DMHAS Admissions",26
"Bloomfield","0900305910","2014","May","Substance Abuse","Number","DMHAS Admissions",31
"Bloomfield","0900305910","2014","June","Substance Abuse","Number","DMHAS Admissions",26
"Bloomfield","0900305910","2014","July","Substance Abuse","Number","DMHAS Admissions",19
